"0180C4110","totalt ålder",3
"0180C4120","totalt ålder",4
"0180C4130","totalt ålder",7
"0180C4140","totalt ålder",5
"0180C4150","totalt ålder",6
"0180C4160","totalt ålder",8
"0180C4170","totalt ålder",8
"0180C4180","totalt ålder",9
"0180C4190","totalt ålder",11
"0180C4200","totalt ålder",1
"0180C4210","totalt ålder",9
"0180C4220","totalt ålder",9
"0180C4230","totalt ålder",5
"0180C4240","totalt ålder",13
"0180C4250","totalt ålder",8
"0180C4260","totalt ålder",9
"0180C4270","totalt ålder",8
"0180C4280","totalt ålder",7
"0180C4290","totalt ålder",3
"0180C4300","totalt ålder",11
"0180C4310","totalt ålder",9
"0180C4320","totalt ålder",3
"0180C4330","totalt ålder",7
"0180C4340","totalt ålder",10
"0180C4350","totalt ålder",12
"0180C4360","totalt ålder",9
"0180C4370","totalt ålder",4
"0180C4380","totalt ålder",7
"0180C4390","totalt ålder",9
"0180C4400","totalt ålder",8
"0180C4410","totalt ålder",8
"0180C4420","totalt ålder",10
"0180C4430","totalt ålder",10
"0180C4440","totalt ålder",7
"0180C4450","totalt ålder",6
"0180C4460","totalt ålder",13
"0180C4470","totalt ålder",22
"0180C4480","totalt ålder",9
"0180C4490","totalt ålder",7
"0180C4500","totalt ålder",7
"0180C4510","totalt ålder",1
"0180C4520","totalt ålder",4
"0180C4530","totalt ålder",12
"0180C4540","totalt ålder",10
"0180C4550","totalt ålder",6
"0180C4560","totalt ålder",9
"0180C4570","totalt ålder",5
"0180C4580","totalt ålder",2
"0180C4590","totalt ålder",9
"0180C4600","totalt ålder",7
"0180C4610","totalt ålder",8
"0180C4620","totalt ålder",7
"0180C4630","totalt ålder",13
"0180C4640","totalt ålder",7
"0180C4650","totalt ålder",6
"0180C4660","totalt ålder",7
"0180C4670","totalt ålder",10
"0180C4680","totalt ålder",6
"0180C4690","totalt ålder",9
"0180C4700","totalt ålder",8
"0180C4710","totalt ålder",8
"0180C4720","totalt ålder",7
"0180C4730","totalt ålder",4
"0180C4740","totalt ålder",6
"0180C4750","totalt ålder",10
"0180C4760","totalt ålder",6
"0180C4770","totalt ålder",10
"0180C4780","totalt ålder",8
"0180C4790","totalt ålder",8
"0180C4800","totalt ålder",7
"0180C4810","totalt ålder",7
"0180C4820","totalt ålder",7
"0180C4830","totalt ålder",6
"0180C4840","totalt ålder",8
"0180C4850","totalt ålder",4
"0180C4860","totalt ålder",5
"0180C4870","totalt ålder",9
"0180C4880","totalt ålder",6
"0180C4890","totalt ålder",7
"0180C4900","totalt ålder",6
"0180C4910","totalt ålder",8
"0180C4920","totalt ålder",6
"0180C4930","totalt ålder",7
"0180C4940","totalt ålder",17
"0180C4950","totalt ålder",14
"0180C4960","totalt ålder",10
"0180C4970","totalt ålder",11
"0180C4980","totalt ålder",21
"0180C4990","totalt ålder",7
"0180C5000","totalt ålder",8
"0180C5010","totalt ålder",5
"0180C5020","totalt ålder",7
"0180C5030","totalt ålder",15
"0180C5040","totalt ålder",6
"0180C5050","totalt ålder",6
"0180C5060","totalt ålder",7
"0180C5070","totalt ålder",10
"0180C5080","totalt ålder",10
"0180C5090","totalt ålder",9
"0180C5100","totalt ålder",6
"0180C5110","totalt ålder",5
"0180C5120","totalt ålder",8
"0180C5130","totalt ålder",4
"0180C5140","totalt ålder",10
"0180C5150","totalt ålder",1
"0180C5160","totalt ålder",11
